6ggHyHTn5b0,0,19,validation
6oB4wa1DPXE,0,24,validation
6wHFhrAqt5Q,0,32,train
74kOgbPQ7LI,57,115,validation
75AGRU0qxD0,0,59,validation
76UE7CyfAO0,0,19,train
7B9BmsA18mA,30,90,train
7JCV2B6mbDo,0,43,train
7O-oxrTMYxA,0,15,train
7USy-jxSsUg,0,39,train
7e8tEbQAEco,0,10,train
1aDnyPubxdY,118,159,train
3KwulXmBX-8,0,53,train
ABCUrbSmLuo,0,56,train
Co7vOJiMeO0,64,78,validation
J30XVELrIEM,580,640,train
K8On7nUJuP8,30,77,train
LUfzlkl-Dac,0,22,train
N3i32rhrX-s,0,25,train
OBAaK0pxdW0,46,106,train
P02Zdk3amjk,30,77,train
StO32FBBIH4,0,20,validation
Wqqx_L1r8Hk,0,41,train
dIIiaO12I5Q,0,16,train
g9Qah25_yH0,0,23,validation
hC7sSMWLwDo,0,25,test
iiAK295_-jk,0,30,train
jr2kxASSRBY,0,43,train
mhQGbJQlVns,2,62,validation
nzwmPWAAQFg,0,60,train
oPzAaB7LoqU,30,90,test
pCVVjcjd1yM,30,90,train
tgRjq29TIJo,10,70,test
tk4s-nlhmEQ,0,60,test
-1BLaahvBSM,266,326,train
-28cdRYzR4w,86,146,train
-2JomCd5zzY,184,244,test
-7mJhw2ghk0,30,89,train
-9EagV-gHlE,30,88,test
-CCbu3r-1pc,30,90,test
-D19yRsucZ0,30,75,train
-FEbnqGk50g,30,90,train
-JtKwDMvoIk,0,11,train
-NlT-ELVWk0,40,100,test
-O3L6jx8ISk,60,78,train
-RSqSylz5PM,30,65,train
-SIR0bMxpzE,0,25,train
-V_KiUM6Ioc,30,90,train
-X-YXdnHG1g,50,110,train
-aCei9xn5LI,0,23,validation
-b_KQILukFU,30,90,validation
-fJ_Lvy_LAc,70,122,validation
-i25riuPgjc,30,90,train
-j7WqXbeA7E,30,90,train
-oSH2iX8raw,30,90,test
-rKDFWBHluM,30,90,validation
-t7p4hm5XDs,30,90,validation
-zSj1VpdbdE,0,26,train
00ay4DMxod8,30,90,train
05ri4y9hZJ4,30,90,test
0BS9VdklMrA,30,90,validation
0BeYHgtGmyc,30,90,test
0FB1avxhG-I,30,90,train
0Lx2Uf7TvPQ,30,90,validation
0NinGDWS188,30,90,test
0OA_IBhFAjg,30,90,train
0ScQgcdITpY,14,74,test
0U0eNtkoeW4,30,90,train
0XxXJcdf_zk,30,90,train
0Y2j3j5l8J0,30,90,test
0ZQawy9bzX8,30,90,test
0aqR4zaYEn4,30,90,train
0br6V73Zr8c,30,90,train
0dc_-ziH4bA,15,75,train
0epTpOPShXY,39,99,validation
0kfutE03ES4,30,90,train
0ol9zkpsyE0,30,90,train
11AMoYOh6yU,130,185,test
12x4YUqjIjU,30,90,train
159UzAx-CwY,88,148,test
15MZldZnfHo,50,102,train
1FNVhZcLBrc,30,65,test
1GQ3XQ-cacQ,30,90,train
1JYdsPpdUUs,0,26,train
1MhGKuAaj-A,30,90,test
1QYMmPjHIwo,21,81,validation
1RVEnz0zHJ8,30,66,train
1SUETL-TJNc,183,238,test
1YwFK3VSPzU,0,51,test
1ahgIQxmaeA,0,15,validation
1fE9c28KGtM,0,50,train
1oyCMW-Uq5A,30,90,train
1p8GXBIollA,30,90,train
1v1VEKFC-sA,30,90,train
1vW7e1TXwT4,0,48,train
20WXYrKCh6M,30,90,validation
21oGk4sKDbY,93,153,test
25FbgON8ik4,30,90,train
264Sb0sGOD4,30,90,test
2EGn4CV4rSk,118,141,validation
2IpSQn_r5pw,30,90,train
2LBBaD1aQuw,68,128,train
2NQUWqAFUy8,30,90,train
2QUEYTjxGUA,42,102,validation
-7TanrCbmME,30,90,test
-nQ9a0P1TlY,0,32,train
0m9-5BkL4Mc,30,90,validation
1PN-bfs2EhY,0,55,train
1W9fwoe4O-M,117,177,train
1p3NSKpuJDs,144,204,train
1yKGjTOk7NY,30,90,test
2wGvpfAkly0,30,90,train
4q6e_ZDFOZI,30,90,train
534-Tg2cSto,0,51,train
5Hvz5Dn0IHA,118,178,validation
5jrESZzRxq4,0,27,train
6PPu1C_00po,30,90,train
7NyvysSGxhU,30,62,train
7OqOXtp8_tk,30,76,train
Cpwy_3wUjSc,330,390,train
DVDQyIt56nQ,200,260,validation
Kc1yfZngUms,9,69,test
MKXeCiPtZwo,280,340,train
RrZHOh77F3Q,42,102,train
SJ9TY-iqD9Q,10,70,train
TGONNoxESV8,121,181,train
UrUJ9tUJynA,30,82,train
WGn2wGR20BQ,40,100,test
Wh_g-Eiw9Kc,10,70,validation
Ysqh1uzqGrc,0,44,train
_zMzODntmas,40,62,train
eM4nDN84gNc,107,167,train
eWO7qLUgjjk,173,214,validation
gQKWGk5HBcs,220,280,validation
j_cywbssn70,115,175,train
lBkMCUiitNU,30,90,train
mEL68q2FRBo,100,124,train
nt9PKJU4LLk,47,107,train
utfkGocmCiE,241,255,test
xfSN6wDm41o,290,317,validation
zAgJRZWBQI8,50,110,test
-COelgvUEW4,0,25,train
-K1BRF6qng8,30,90,train
-mKtgDnG0oM,30,90,train
10RyykoW3Mw,30,90,test
16TsDMjHzYU,30,90,validation
1RhYdQnZ_hw,30,90,test
1hoUEfsTmdE,30,90,test
1vrR6Im_RDo,0,45,validation
1xRNQCP4MbE,30,90,validation
1xYpHbg0fEE,30,90,validation
2G4lyzAZ1vk,30,90,train
2GuH1UJxQOk,0,29,train
2f7NnTVQzR0,150,164,train
4v1VgwCvm_U,30,90,train
5C58IGwUCFY,30,61,validation
5qVc9y3TNnY,30,90,train
8DHtPopFvII,80,95,validation
9zW-E0XdWdw,160,220,train
B90BOtSOD2Q,410,470,test
GLIXnXZEOxY,90,150,validation
J9TaPK4a3cw,133,193,train
MocXmVbat3s,0,43,train
TGJje4EKoKM,30,90,train
U8rWZXjH2cU,0,52,train
VV-DgnPPhSo,220,280,train
Wdtku1dqJo0,30,90,train
aSJKZRwMsxE,50,110,validation
cIriwVhRPVA,31,91,train
eWGGj4duzIo,110,170,train
ixrRVADA0Jk,104,164,train
pmdoDcNBt0E,30,90,validation
uRhiZy8FsSU,30,90,train
v6A7Iggebm4,180,209,train
yZNgqVInQGw,30,78,train
--FenyW2i_4,0,60,validation
--ZHUMfueO0,30,90,validation
--bvmgIdDC8,30,90,validation
-0KgYgXKFXs,30,90,validation
-26aVYRtEAc,30,90,train
-2McrNUTKQQ,30,90,train
-2xxVISlg34,30,90,train
-3cuiWZz8FY,30,90,test
-3f9zdKh7Oc,168,207,train
-4rdRn-FRXo,30,90,train
-51CA8BX7gU,30,90,train
-584aFK8XSk,30,90,test
-5V3sOxJSVc,120,180,train
-5VX0RJeXok,30,90,train
-5ZIlKvRDXY,30,90,train
-6EzbBAmvjA,30,90,train
-6khcuB2d5U,30,90,train
-7RYSjOitGI,30,90,test
-7xRJ-Osv1E,30,90,test
-8bJL3kpPGI,30,90,test
-AEwV5b8gEo,30,90,test
-BfXVjsdZV4,30,90,train
-Cta7QVe1hk,30,90,train
-EHk1UB4TAE,30,90,validation
-I8C3cRr5TY,30,90,validation
-Is-xwitsSQ,30,90,train
-JQLLT8ouTs,30,90,validation
-JdUSVmQq88,30,90,validation
-JtpqwcTYGA,30,90,test
-JvWk-7okCI,10,70,train
-JxhtCzoQnI,30,90,validation
-LrC5sxFfo4,30,90,train
-MXSNjWmeGA,30,90,train
-MqBuNdwrsk,30,90,train
-OtbfS_JWn4,30,90,train
-OuLM2izvUM,50,110,train
-PMlBj8IuDA,30,90,train
-QSiGOQQDr4,30,90,train
-Qap2iJF8pI,30,90,train
-Udj_2z80ac,30,90,train
-VPhVEKvyRQ,30,90,test
-WXEF4sgMNo,30,90,train
-ZYx1f4ZY9k,30,90,train
-Zd9piSrz44,30,90,train
-ZgzhlCiE5M,30,90,train
-bW55o5ZfEg,30,90,test
-cobLsM6D-g,30,90,test
-f4zQ9tUAkw,30,90,train
-fj_43YABAQ,30,90,test
-g3OCz3FxfY,30,90,train
-h2tp69fd0c,30,90,validation
-i0dTCl0rmE,30,90,train
-jOC8Eb8Il8,30,90,test
-jaNyviaZ0c,30,90,train
-kIDLwKgUuM,30,90,train
-lcQmiz75XE,30,90,train
-nYrF9__WWA,30,90,test
-oI3MveSE_w,30,90,train
-p7V24IWSbs,30,90,train
-pIbzQqpB7M,30,90,train
-qAs48RJWv4,30,90,train
-rowxr24Xuw,30,90,train
-teM3POwI7Q,0,54,train
-thjsLMTl-o,30,90,train
-uCaAAt8b8M,30,90,validation
-vHBQ7ps8aA,30,90,test
-vUcGFlGbDw,140,200,train
-wByOmZTc0w,30,90,train
-x360DnCJ5g,30,90,test
-xNmqw1OJA4,30,90,train
-xSgTIOGmGQ,30,90,train
-yxiMCu_7vc,30,90,train
0-52H7-ABkM,30,90,train
00UtJ1UoO5Q,30,90,validation
-5-8Vij75C8,46,99,test
-Tpb87qlrCE,0,40,train
-YwZOeyAQC8,2,62,test
046zw4vnsZ0,517,577,train
08JJ88KgIAo,0,48,validation
0CGgu6doSis,40,70,validation
0MMTmM5OfQc,48,81,train
0OKELwyAi5E,60,85,validation
0R-0dduvkFM,46,100,train
0eaafXX-pPE,30,67,train
0xVuRhEJ2jE,6,66,train
10VwxCOt4UE,84,144,train
1Eb_BTzbRKI,0,39,train
1JArN6rag8s,202,262,train
1ZBCG2w43Zc,84,96,train
1d8iPXgwhpw,10,70,validation
1hkt_tN6huQ,370,430,validation
1mZcd53eOCE,58,118,train
1zr3Ugsz3dA,0,43,train
25RF3HCyudA,0,60,train
2KJxr0CvtY8,0,24,train
2W9sjf3Q2pI,0,36,validation
2dBLvucCdj4,160,220,train
31zYecZJHrE,0,42,train
3ERVo-HaKuA,24,68,train
3JNU46RBxag,0,30,train
3WG5a9iiVcQ,0,56,train
3amPNuu8pig,30,90,train
3iNuhKGnDHQ,8,68,train
410a7OTvb44,114,174,validation
45wAIX6_eCo,100,141,test
46DhzA9MsEg,70,112,train
4GceL-ywlGs,368,428,train
4MVGtfwdaIM,2,62,test
4eOIP-P4HXQ,0,14,test
4jmv1XpnR90,50,110,train
5JD2GZBYigo,7,67,train
5LzydjWetN8,1,61,train
5e8dnZnkLkw,21,81,train
5eOhd6g0Kxw,30,88,train
5idaQec5hoA,61,121,validation
5rB-yoPgguY,0,37,validation
5vlTEA_lCa0,657,717,train
6b_twQlm1nI,30,81,validation
6sYbxYnwmqk,0,60,train
6w7eIIP5QLw,91,122,train
70J0xPHYPaA,1,61,test
73-r6Y7z_DQ,0,39,train
77_ifotEG1E,10,70,test
7Qh82bCnZ1Y,79,125,train
14tRPoQA4q0,0,50,train
2VuKP6zZDDc,510,570,test
3JYjNHFJfO4,363,423,test
3gCD4JFbxuo,90,100,test
56JhihsdBXI,30,90,validation
8v9ggmYDE7I,220,280,validation
BokrfYASP28,30,67,validation
EFdgfTqdF3Y,30,90,train
H5rRqioLDxY,30,90,train
KcWPqFhrna0,30,90,test
OxbHUMFOxnk,30,90,validation
PuNLqr0oZeo,170,230,train
bV8qnp-Vos8,330,390,test
ekhsfZpce0c,0,46,test
iXNnJE6gNEk,0,30,train
lehPGCdtNmY,30,90,test
qIKzxOrcrhE,16,76,train
qilVdOks5WY,30,76,test
sSJAzADv_pw,30,90,validation
sbZ5Ls141fg,0,51,train
wTduj6YOVuU,10,70,train
zsZr_xJ7ECQ,0,40,test
-jaY3LS3Dv0,14,56,train
1uhuVsFGe6E,47,92,validation
2N2msWTHybg,329,370,test
40AD_oH9eCU,25,55,train
4TgXgwVndiw,144,186,train
50cOkl6Mz5E,517,558,train
5Hr6HKMTS18,392,442,train
6HvJzsvx8Io,101,148,validation
6PSsSboko5E,425,468,test
78t2zq75Amg,7,52,test
7nQxWCn_dBg,148,194,validation
8rKtax0rSuw,11,54,test
9FOxcwocgJA,539,586,train
9_eXYyA8N18,516,562,train
9xvmNaF73fo,26,61,validation
A458iJLZGvg,77,131,train
C31iMozaMEA,0,51,validation
CXRemJ1ZLC8,244,293,train
D668Jl6zuAk,185,227,validation
E-QLJc3jiEg,186,236,train
K5aJwQ2X2Sc,253,307,test
KSOxq1eovtw,22,71,train
KWCQUZQ9D-Q,21,71,validation
KqF-WZRVs-w,58,103,test
-3Q3Hgr5lhw,358,401,train
-ALDAj9ZcdY,12,57,validation
-AoYJNdcBZg,49,80,train
-KwY9V7esWY,36,85,train
-YakLAKrO8c,73,121,test
-cGXtMHD_L4,41,80,validation
-ezjrq_7T5Y,456,508,train
-hhnpLxJsfI,321,366,train
-m5SJm-7CAs,22,66,train
-zRR56KneIo,67,112,validation
-zWLNnSTYJU,304,339,test
0PdZjLBCoh4,260,307,train
0ci6Xyw7f1w,61,91.03,train
1KXvMbltDiU,89,135,test
1uje04K-ZY0,309,356,train
21cuxerogvY,15,67,test
26fwubrQ2qc,30,71,train
2U6as8c6-x0,264,300,train
2Z4bIBKxirc,417,466,test
2dPu7QirkbA,465,516,test
2iJxfPLfn1A,292,328,train
2mxXxI97EDk,14,66,train
2vh6i0mKWxQ,100,157,train
31z1QpPiDLo,27,70,train
32nDQlgpVX4,43,86,train
36m1o-tM05g,32,78,train
3DO6o12iY-8,28,68,train
3H3s7jrzai4,116,154,validation
3JoQa7hanYw,174,213,train
3OaA66aX8qA,36,83,test
3PMy6CjciUM,13,61,train
3XU8WjwSfPw,26,73,train
3ceM1pnfc3Y,8,49,validation
47QrVcM837Y,33,77,validation
4J9aBJvftMI,49,97,train
4OWebs85ZSs,189,230,test
4Pu8OY7mrm8,102,152,train
4Rto9BkNv-Y,22,71,train
4aU1w7pqJGU,115,163,validation
4inDbYLMsk0,472,514,train
58z9Mk7XNEE,115,164,train
5JAHAFvcr2o,10,52,test
5UZTTkKxLc0,32,81,train
5XKAszJ9h8o,100,151,train
5Z2-FixkXVM,345,389,train
5i46JxskN9M,25,68.97,validation
5ntShu2_a-w,401,456,train
5t3iuH1YJMs,25,71,train
64xZG8lqIxc,146,187,train
656i8ZTECTE,12,56,train
68YdIkopsEA,29,78,validation
69FMGjSTxfY,70,113,validation
6AP5yfUvnho,0,27.77,train
6G5ClEBKC7s,12,60,validation
6V61LSZaLac,64,107,train
6cnGcFSqP0w,28,75,train
6dZS5Et3tOQ,156,192.23,test
6gdQZBFkrZg,0,50,train
6m-gktym3IE,7,52,train
6pOQYBuYgqQ,24,70,train
-jA7nRwQp_E,10,52,test
4ViTIFEK5Fo,77,123,train
5YfCTKbsuHQ,10,57,train
8jDanS4ZzRc,231,274,test
8tnY9KIxKBo,135,181,train
AR6GMOzCjRE,170,218,validation
AWdrtR8qXYs,258,305,validation
BLXwpGCn2KQ,22,69,train
DTkKGYCRMlc,66,107,train
E3pv2mAbQ7M,97,143,train
RUUZzoeVrK4,15,59,validation
ZaVSw-V89HE,31,80,validation
h1HgO5pza24,111,156,train
jTuNUZEFBJk,95,144,train
jin4FoKXn1o,168,217,train
lH_P-3V_MdE,20,72,train
nLKEdmVu3FY,35,75,test
u_1-vcOg5W0,185,244,train
xRRtOJqB8PU,166,210,validation
--xJurJrYQg,200,241,validation
-A43nHVdcUM,24,65,train
-D9C44rqExM,149,191,train
-KRoVMFW3OQ,18,63,test
-WPTSNexl-c,22,68,test
-i24pBnZUTU,27,80,train
-q-81SRadL8,10,53,train
-sE1m7-2urE,18,63,train
-zXMaF1pAgo,16,57,train
059aDG_DaFE,21,65.37,test
06DbIa7z4Zw,91,148.28,test
06xxz1cF2WA,21,74,train
0Hk1KkOVJZE,28,73,test
0I8QOV_goxg,232,279,test
0OcF04iWP8Q,12,54,train
0OjfW2Rf3SA,29,76,train
0QX2QWOfMk4,348,391,train
0UdBLXO6hos,21,60,train
0YmoNXCSVzA,126,176,train
0YqnN8eCsbY,217,263,train
0niRSranQTY,153,185,train
0r-jq-oo-mI,495,543,train
0yFn6hHkEMI,156,196.73,train
0ycCgEalAHQ,16,48,train
1M5Awvlg5b8,79,132,train
1ODaNg2P83o,13,58,test
1RapXkPSlZE,200,246,validation
1ZSqDGNeKEs,254,293,test
1mCXm7WCcSw,24,70,validation
1rmiM8_ptfE,29,83,train
1vAA3O8sJ6M,18,66,validation
1vLFwNJM2Z4,24,68,train
1xYK8R2j2dg,19,64,train
26NMxiuj4Hc,214,259.26,train
2DHo1HUuQMY,56,103,train
2J-94yEMBjA,84,126,test
2J5pshfyYOc,64,107,train
2LreHCgK6Pk,195,239,validation
2NFX_b3owF8,266,311,train
2UzCvzFjqlY,250,290,test
2cRPzzZV8u0,151,192,train
2diTm8p7mTQ,32,75,train
2k7nK1L3iXY,20,75,test
2n29L3LpG3g,112,156,test
2othDOeow6Y,22,68,test
2psN-G_GGcw,68,104,train
2sOHTha-0sY,180,219,validation
-bkSP8HRYaQ,69,102,train
1hajY6NNqD8,6,43,train
1taoBxeVJX0,261,310,test
2tRFcX7HrZw,266,315,train
2vpuxI8jnbM,147,191,validation
3-8ikXvMZuc,355,400,validation
3-kd2gz3b04,60,103,train
37bY5mxAGuo,228,272,validation
3Gy1BqqOLpI,291,329,train
3JEmmNL8M7U,143,172,train
3N8-NYyyEX4,54,96,train
3UqX9BdzosQ,270,309,train
3b5dDNotMZ4,574,617,train
3bWTC6SpRl4,399,444,test
3esdPpmd8xM,25,67,test
3ewEx0-QtUo,69,110,validation
3hkrAXStbas,270,316,test
3pPSrdjQUO8,126,166,train
3uuvwkhewVY,24,63,train
3yl2yTzV0AY,101,150,train
40LS6zZrhcM,51,86,validation
41jLfQwmIDc,27,69,validation
4FUI_VMBahM,489,537,test
4Hz_kKlgPn8,298,337,train
4Kjv-asH19s,17,61,train
4Qqd17qaVIU,26,72,train
4TDt8hOGQbA,152,194,test
4WyvAGsaIcY,171,208,validation
4aCLgm--Wzk,96,137,train
4bGCFxAwKoc,17,63,test
4cZ__FPecxc,455,495.4,train
6KCkZKnsaYw,52,84,train
6W2gXuWtD3k,307,343,test
6YS1f8iGaj0,440,482,train
6cKguK8Xvso,140,184,train
6oqc5k2uwNk,16,52,train
6rACE3q7IFU,246,302,train
748OX0m9Vh0,50,101,train
76YU0pl1a5g,78,123,train
6ty4Rhu7Y5Q,11,56,train
9Ci8qOMBNNU,65,98,train
B6V6cA5p08M,76,116,train
FOseBorBQ_I,458,507,train
HeLV1buhzpI,28,60,validation
KU0aL_iR0_I,552,598,train
KbOySeP46l4,555,601,train
NyWZtL6Essc,20,59,train
TNCJ68vFKg8,116,167,train
WiNjp9FhaHw,369,412,train
_iQ2hXonRsY,445,493,train
_k2hN2MlHoA,13,55,validation
chtrHNfaT9U,57,102,train
g3DCGCibPQw,5,50,validation
gMDf19Ad_qA,38,76,validation
qbRZ67ynqp0,39,89,train
sWXpzTZWNAI,0,55.69,test
xqWpfNB7AzE,102,133,validation
xv3l1Blx6JQ,245,286,validation
--5OkAjCI7g,20,68,train
-4kV3ulsTJc,422,467,train
-H53wmeBhwE,7,48,validation
-HyUH30KfyE,5,37,train
-VcqC_zuYGg,68,82.42,validation
0JuxzsJo7mg,61,99.6,train
0_0l1A9ga7k,92,134,train
17RAEWpzwAI,29,80.93,validation
1JeG9jl6VzY,339,383,train
1ksINuMyHV4,0,42.43,train
1qG53714JsM,0,52.51,train
255pX8XH3qk,0,57.99,train
2DeWsERzaSY,33,86.15,train
2Orl7KVMKLU,0,29.5,validation
2fKa9tQwQLk,56,80.03,train
31u1Mcbcx4Y,0,51.38,test
33bdweWrdnw,77,119.79,train
35k6nkvKHSg,212,257,test
3B8_AvjGIFc,50,93,train
3R5Uv5becck,0,19.62,test
3RA26K_F3mQ,13,69.07,train
3m_mLJPZw9k,60,90.17,train
4Jn8Dwzkpsg,34,72,train
4epl0cI2-Ew,0,52.58,train
52933ufeP_4,0,42.88,train
55cDQffhucw,407,454.92,train
5J97ygjWdPw,12,64,test
5MvgI1fGAr8,58,112,validation
65xggirg8oc,181,225,train
6HO7yoxZhEA,0,24.76,test
6RiK4Sg2tSY,65,103.17,train
6db7hUr7KEw,47,100,train
6zRcsCWoxsk,0,31.53,train
7-CHe0iMx8U,148,199.63,train
7MS-7J8oWa4,33,82.55,train
7WEyBfAKebg,92,134.3,validation
7wD2GwFZxxY,141,184,test
89L3vV62UMo,17,62.97,train
89z_iP2SmOI,7,50,train
8HeIkJYJVXA,0,43.03,validation
8bEnYpOQRNs,14,63,test
8jeNT2Sb7dQ,30,72,validation
8lYFE3Fqq2w,0,27.53,train
8oNDSbG8eaQ,0,41.87,test
8pdnh2HM4Fo,0,17.14,test
9FC2NZLA88g,0,53.62,validation
9KZTNW5s1N4,0,10.64,train
9WpFtVL_tqc,335,376,train
9vhmc1YIZpA,0,23.82,train
A177xILyQoM,250,297,test
A2Pol9d6Mvk,47,100,train
AS0vaZ5axtw,3,40,test
BAqaPHXZKr0,0,51.85,train
BXWWHXp00ls,177,205.17,train
B_6FPEmhH70,30,71.77,train
CVYlabkgLj8,328,384,test
DOotwwASsNE,16,56,test
Djavs2M4U7A,1,43,train
E4w7fBwl3-Y,16,59,train
E6g1xhGJFK8,71,103.94,train
EhEwzSL8F0c,0,18.39,train
FBrWOjBreTI,0,14.28,test
FLZmXRGElWs,0,23.53,validation
Fg_Cd55cHR4,376,410.04,test
G5uM_9n3Ok8,231,275,train
GQTxIBorSGo,0,35.14,train
GhizOxu0ZpI,47,96.84,train
Glz9M145Xyc,36,82,train
Gng1yl1miis,0,36.94,validation
GuKzaKnCaIQ,0,50.52,test
HEaijrw5v1g,98,141,train
HOTCl7R7UPA,0,54.07,train
HuXByaGHxss,0,29.67,validation
I4853MJHnm0,0,48.86,train
IMcXGgxPjl4,0,22.79,test
IcZ1gMwxrZA,160,206,train
IiZE96L6ZzY,0,49.83,validation
Izky6uHwhS4,0,20.9,train
JLBDgOv_4vc,55,93.18,train
JZXHW4Cu6Xg,0,15.32,train
JhjENNuw-OE,43,97,train
KsWKaewUDzY,0,31.07,train
Ky4xWbj7zX4,0,32.13,test
L3wQvwenLlA,0,25.09,train
Llsf3bV2ls0,43,72.77,train
0iiwZ2_9Vi8,81,113.11,train
3Liy9uBgsQM,48,103.57,validation
AlPu_yxLT2g,216,259,train
