# 2초 audio => soundclip

Epoch :  0 , train loss : 0.56992, validation loss : 0.49034, Time : 306.09907150268555
Epoch : 11 , train loss : 0.56094, validation loss : 0.48655, Time : 296.4370481967926

Epoch : 11 , train loss : 0.56087, validation loss : 0.48517, Time : 296.69650411605835

Epoch : 11 , train loss : 0.56081, validation loss : 0.48652, Time : 297.91946291923523

Epoch : 11 , train loss : 0.56085, validation loss : 0.48741, Time : 296.27006220817566

Epoch : 11 , train loss : 0.56083, validation loss : 0.48491, Time : 297.66857075691223

Epoch : 11 , train loss : 0.56083, validation loss : 0.48665, Time : 297.57310819625854

Epoch : 11 , train loss : 0.56083, validation loss : 0.48602, Time : 298.243531703949

Epoch : 11 , train loss : 0.56084, validation loss : 0.48779, Time : 297.6972966194153

Epoch : 12 , train loss : 0.56085, validation loss : 0.48646, Time : 297.6180226802826

Epoch : 12 , train loss : 0.56083, validation loss : 0.48782, Time : 297.1769046783447

Epoch : 12 , train loss : 0.56078, validation loss : 0.48655, Time : 298.3211658000946

Epoch : 12 , train loss : 0.56075, validation loss : 0.48668, Time : 297.76874566078186

Epoch : 12 , train loss : 0.56076, validation loss : 0.48732, Time : 297.5751929283142

Epoch : 12 , train loss : 0.56075, validation loss : 0.48716, Time : 296.8871021270752

Epoch : 12 , train loss : 0.56076, validation loss : 0.48739, Time : 299.04741525650024

Epoch : 12 , train loss : 0.56078, validation loss : 0.48565, Time : 297.03658723831177

Epoch : 12 , train loss : 0.56076, validation loss : 0.48693, Time : 297.46441411972046

Epoch : 13 , train loss : 0.56089, validation loss : 0.48682, Time : 297.94179224967957

Epoch : 13 , train loss : 0.56073, validation loss : 0.48456, Time : 297.89593052864075

Epoch : 13 , train loss : 0.56071, validation loss : 0.48765, Time : 297.0123200416565

Epoch : 13 , train loss : 0.56073, validation loss : 0.48426, Time : 300.0671615600586

Epoch : 13 , train loss : 0.56074, validation loss : 0.48738, Time : 297.2448444366455

Epoch : 13 , train loss : 0.56071, validation loss : 0.48637, Time : 298.38312792778015

Epoch : 13 , train loss : 0.56072, validation loss : 0.48646, Time : 297.460266828537

Epoch : 13 , train loss : 0.56075, validation loss : 0.48452, Time : 299.1337773799896

Epoch : 13 , train loss : 0.56072, validation loss : 0.48663, Time : 298.1091115474701

Epoch : 14 , train loss : 0.56071, validation loss : 0.48567, Time : 297.5969171524048

Epoch : 14 , train loss : 0.56065, validation loss : 0.48683, Time : 302.25435423851013

Epoch : 14 , train loss : 0.56065, validation loss : 0.48731, Time : 301.88248467445374

Epoch : 14 , train loss : 0.56072, validation loss : 0.48652, Time : 297.5136184692383

Epoch : 14 , train loss : 0.56069, validation loss : 0.48548, Time : 297.9047327041626

Epoch : 14 , train loss : 0.56065, validation loss : 0.48484, Time : 297.85904693603516

Epoch : 14 , train loss : 0.56065, validation loss : 0.48669, Time : 297.5372874736786

Epoch : 14 , train loss : 0.56066, validation loss : 0.48551, Time : 298.3569087982178

Epoch : 14 , train loss : 0.56066, validation loss : 0.48539, Time : 298.95723247528076

Epoch : 15 , train loss : 0.56068, validation loss : 0.48625, Time : 299.2884349822998

Epoch : 15 , train loss : 0.56057, validation loss : 0.48739, Time : 298.5195429325104

Epoch : 15 , train loss : 0.56060, validation loss : 0.48652, Time : 299.0967662334442

Epoch : 15 , train loss : 0.56055, validation loss : 0.48886, Time : 298.94002962112427

Epoch : 15 , train loss : 0.56060, validation loss : 0.48587, Time : 298.7558798789978

Epoch : 15 , train loss : 0.56064, validation loss : 0.48636, Time : 299.2793550491333

Epoch : 15 , train loss : 0.56065, validation loss : 0.48613, Time : 300.5316803455353

Epoch : 15 , train loss : 0.56063, validation loss : 0.48536, Time : 298.59318590164185

Epoch : 15 , train loss : 0.56064, validation loss : 0.48606, Time : 300.12462854385376

Epoch : 16 , train loss : 0.56060, validation loss : 0.48827, Time : 298.7544162273407

Epoch : 16 , train loss : 0.56064, validation loss : 0.48765, Time : 300.51198959350586

Epoch : 16 , train loss : 0.56059, validation loss : 0.48638, Time : 300.2083110809326

Epoch : 16 , train loss : 0.56061, validation loss : 0.48729, Time : 297.9966287612915

Epoch : 16 , train loss : 0.56065, validation loss : 0.48636, Time : 299.44965147972107

Epoch : 16 , train loss : 0.56066, validation loss : 0.48769, Time : 300.2114372253418

Epoch : 16 , train loss : 0.56067, validation loss : 0.48727, Time : 297.49934673309326

Epoch : 16 , train loss : 0.56065, validation loss : 0.48528, Time : 296.23452830314636

Epoch : 16 , train loss : 0.56063, validation loss : 0.48610, Time : 297.76301765441895

Epoch : 17 , train loss : 0.56059, validation loss : 0.48645, Time : 296.70677495002747

Epoch : 17 , train loss : 0.56059, validation loss : 0.48560, Time : 296.5850329399109

Epoch : 17 , train loss : 0.56057, validation loss : 0.48562, Time : 296.2396545410156

Epoch : 17 , train loss : 0.56060, validation loss : 0.48605, Time : 301.85740637779236

Epoch : 17 , train loss : 0.56060, validation loss : 0.48675, Time : 295.5302097797394

Epoch : 17 , train loss : 0.56060, validation loss : 0.48657, Time : 296.6241886615753

Epoch : 17 , train loss : 0.56057, validation loss : 0.48810, Time : 296.4805085659027

Epoch : 17 , train loss : 0.56057, validation loss : 0.48624, Time : 300.8052489757538

Epoch : 17 , train loss : 0.56057, validation loss : 0.48525, Time : 296.5434904098511

Epoch : 18 , train loss : 0.56065, validation loss : 0.48658, Time : 297.52344489097595

Epoch : 18 , train loss : 0.56060, validation loss : 0.48517, Time : 297.9389612674713

Epoch : 18 , train loss : 0.56056, validation loss : 0.48671, Time : 297.8690242767334

Epoch : 18 , train loss : 0.56054, validation loss : 0.48592, Time : 295.72281670570374

Epoch : 18 , train loss : 0.56048, validation loss : 0.48596, Time : 296.65214252471924

Epoch : 18 , train loss : 0.56054, validation loss : 0.48638, Time : 297.2449281215668

Epoch : 18 , train loss : 0.56053, validation loss : 0.48614, Time : 296.7822198867798

Epoch : 18 , train loss : 0.56051, validation loss : 0.48673, Time : 295.3685553073883

Epoch : 18 , train loss : 0.56051, validation loss : 0.48640, Time : 296.5544548034668

Epoch : 19 , train loss : 0.56044, validation loss : 0.48661, Time : 297.42650055885315

Epoch : 19 , train loss : 0.56034, validation loss : 0.48608, Time : 296.94886565208435

Epoch : 19 , train loss : 0.56041, validation loss : 0.48678, Time : 296.0278489589691

Epoch : 19 , train loss : 0.56049, validation loss : 0.48524, Time : 296.21963262557983

Epoch : 19 , train loss : 0.56049, validation loss : 0.48569, Time : 300.50775623321533

Epoch : 19 , train loss : 0.56047, validation loss : 0.48644, Time : 295.9075219631195

Epoch : 19 , train loss : 0.56048, validation loss : 0.48708, Time : 296.00764298439026

Epoch : 19 , train loss : 0.56050, validation loss : 0.48648, Time : 296.244998216629

Epoch : 19 , train loss : 0.56049, validation loss : 0.48556, Time : 299.0684938430786

Epoch : 20 , train loss : 0.56032, validation loss : 0.48625, Time : 294.7915925979614

Epoch : 20 , train loss : 0.56042, validation loss : 0.48546, Time : 297.7633047103882

Epoch : 20 , train loss : 0.56048, validation loss : 0.48656, Time : 296.94515013694763

Epoch : 20 , train loss : 0.56050, validation loss : 0.48581, Time : 296.5125744342804

Epoch : 20 , train loss : 0.56051, validation loss : 0.48605, Time : 297.13174629211426

Epoch : 20 , train loss : 0.56048, validation loss : 0.48638, Time : 298.29610776901245

Epoch : 20 , train loss : 0.56047, validation loss : 0.48639, Time : 295.5625476837158

Epoch : 20 , train loss : 0.56046, validation loss : 0.48654, Time : 296.968834400177

Epoch : 20 , train loss : 0.56048, validation loss : 0.48615, Time : 295.7241904735565

Epoch : 21 , train loss : 0.56054, validation loss : 0.48639, Time : 297.10509610176086

Epoch : 21 , train loss : 0.56058, validation loss : 0.48647, Time : 297.8921527862549

Epoch : 21 , train loss : 0.56055, validation loss : 0.48595, Time : 297.17373180389404

Epoch : 21 , train loss : 0.56052, validation loss : 0.48590, Time : 296.51828503608704

Epoch : 21 , train loss : 0.56048, validation loss : 0.48599, Time : 298.52355551719666

Epoch : 21 , train loss : 0.56045, validation loss : 0.48664, Time : 295.05070400238037

Epoch : 21 , train loss : 0.56044, validation loss : 0.48569, Time : 295.8628091812134

Epoch : 21 , train loss : 0.56043, validation loss : 0.48602, Time : 295.90474009513855

Epoch : 21 , train loss : 0.56041, validation loss : 0.48643, Time : 295.02473998069763

Epoch : 22 , train loss : 0.56017, validation loss : 0.48624, Time : 296.32508516311646

Epoch : 22 , train loss : 0.56025, validation loss : 0.48603, Time : 294.7871403694153

Epoch : 22 , train loss : 0.56031, validation loss : 0.48647, Time : 298.26149559020996

Epoch : 22 , train loss : 0.56036, validation loss : 0.48648, Time : 297.93890857696533

Epoch : 22 , train loss : 0.56039, validation loss : 0.48601, Time : 296.03975200653076

Epoch : 22 , train loss : 0.56037, validation loss : 0.48598, Time : 296.2442436218262

Epoch : 22 , train loss : 0.56038, validation loss : 0.48616, Time : 299.25776648521423

Epoch : 22 , train loss : 0.56040, validation loss : 0.48593, Time : 297.31289052963257

Epoch : 22 , train loss : 0.56041, validation loss : 0.48626, Time : 297.07046389579773

Epoch : 23 , train loss : 0.56038, validation loss : 0.48658, Time : 297.0313413143158

Epoch : 23 , train loss : 0.56041, validation loss : 0.48569, Time : 296.2354257106781

Epoch : 23 , train loss : 0.56037, validation loss : 0.48598, Time : 294.88594245910645

Epoch : 23 , train loss : 0.56039, validation loss : 0.48620, Time : 297.47523379325867

Epoch : 23 , train loss : 0.56036, validation loss : 0.48630, Time : 297.90885496139526

Epoch : 23 , train loss : 0.56035, validation loss : 0.48572, Time : 297.6758587360382

Epoch : 23 , train loss : 0.56035, validation loss : 0.48612, Time : 296.8392548561096

Epoch : 23 , train loss : 0.56038, validation loss : 0.48556, Time : 297.6952610015869

Epoch : 23 , train loss : 0.56040, validation loss : 0.48615, Time : 296.73931312561035

Epoch : 24 , train loss : 0.56053, validation loss : 0.48608, Time : 305.0399007797241

Epoch : 24 , train loss : 0.56034, validation loss : 0.48599, Time : 296.34800720214844

Epoch : 24 , train loss : 0.56036, validation loss : 0.48559, Time : 297.65278720855713

Epoch : 24 , train loss : 0.56035, validation loss : 0.48596, Time : 297.78825879096985

Epoch : 24 , train loss : 0.56037, validation loss : 0.48642, Time : 295.3594160079956

Epoch : 24 , train loss : 0.56036, validation loss : 0.48561, Time : 298.69941306114197

Epoch : 24 , train loss : 0.56030, validation loss : 0.48596, Time : 295.6309721469879

Epoch : 24 , train loss : 0.56032, validation loss : 0.48588, Time : 297.853150844574

Epoch : 24 , train loss : 0.56034, validation loss : 0.48621, Time : 296.4334304332733

Epoch : 25 , train loss : 0.56037, validation loss : 0.48587, Time : 297.05817890167236

Epoch : 25 , train loss : 0.56025, validation loss : 0.48613, Time : 294.9058599472046

Epoch : 25 , train loss : 0.56036, validation loss : 0.48658, Time : 295.3576376438141

Epoch : 25 , train loss : 0.56032, validation loss : 0.48576, Time : 296.2187361717224

Epoch : 25 , train loss : 0.56033, validation loss : 0.48573, Time : 297.544949054718

Epoch : 25 , train loss : 0.56032, validation loss : 0.48574, Time : 297.26423382759094

Epoch : 25 , train loss : 0.56030, validation loss : 0.48595, Time : 295.69009947776794

Epoch : 25 , train loss : 0.56034, validation loss : 0.48606, Time : 295.553129196167

Epoch : 25 , train loss : 0.56033, validation loss : 0.48617, Time : 297.59470200538635

Epoch : 26 , train loss : 0.56035, validation loss : 0.48599, Time : 295.8150553703308

Epoch : 26 , train loss : 0.56021, validation loss : 0.48621, Time : 297.303768157959

Epoch : 26 , train loss : 0.56033, validation loss : 0.48611, Time : 295.6920599937439

Epoch : 26 , train loss : 0.56036, validation loss : 0.48593, Time : 297.6898021697998

Epoch : 26 , train loss : 0.56035, validation loss : 0.48606, Time : 296.0341730117798

Epoch : 26 , train loss : 0.56031, validation loss : 0.48598, Time : 297.3720717430115

Epoch : 26 , train loss : 0.56028, validation loss : 0.48620, Time : 295.67893171310425

Epoch : 26 , train loss : 0.56026, validation loss : 0.48608, Time : 294.57790207862854

Epoch : 26 , train loss : 0.56029, validation loss : 0.48609, Time : 299.82896065711975

Epoch : 27 , train loss : 0.56039, validation loss : 0.48564, Time : 295.0255105495453

Epoch : 27 , train loss : 0.56031, validation loss : 0.48570, Time : 296.33465218544006

Epoch : 27 , train loss : 0.56033, validation loss : 0.48561, Time : 295.21158933639526

Epoch : 27 , train loss : 0.56029, validation loss : 0.48616, Time : 298.14376616477966

Epoch : 27 , train loss : 0.56028, validation loss : 0.48596, Time : 296.49733710289

Epoch : 27 , train loss : 0.56029, validation loss : 0.48613, Time : 296.75792694091797

Epoch : 27 , train loss : 0.56029, validation loss : 0.48597, Time : 296.4395875930786

Epoch : 27 , train loss : 0.56029, validation loss : 0.48599, Time : 296.1594469547272

Epoch : 27 , train loss : 0.56028, validation loss : 0.48571, Time : 297.7681984901428

Epoch : 28 , train loss : 0.56019, validation loss : 0.48559, Time : 296.27091121673584

Epoch : 28 , train loss : 0.56023, validation loss : 0.48641, Time : 298.1552414894104

Epoch : 28 , train loss : 0.56024, validation loss : 0.48615, Time : 294.4696135520935

Epoch : 28 , train loss : 0.56026, validation loss : 0.48603, Time : 295.0293433666229

Epoch : 28 , train loss : 0.56025, validation loss : 0.48607, Time : 294.73424458503723

Epoch : 28 , train loss : 0.56024, validation loss : 0.48623, Time : 295.1343011856079

Epoch : 28 , train loss : 0.56023, validation loss : 0.48629, Time : 297.422771692276

Epoch : 28 , train loss : 0.56024, validation loss : 0.48574, Time : 301.45745491981506

Epoch : 28 , train loss : 0.56027, validation loss : 0.48607, Time : 296.44016909599304

Epoch : 29 , train loss : 0.56034, validation loss : 0.48650, Time : 297.08917784690857

Epoch : 29 , train loss : 0.56032, validation loss : 0.48603, Time : 295.8131437301636

Epoch : 29 , train loss : 0.56034, validation loss : 0.48540, Time : 296.9868869781494

Epoch : 29 , train loss : 0.56034, validation loss : 0.48615, Time : 297.4745879173279

Epoch : 29 , train loss : 0.56032, validation loss : 0.48595, Time : 297.175345659256

Epoch : 29 , train loss : 0.56028, validation loss : 0.48540, Time : 297.67731857299805

Epoch : 29 , train loss : 0.56027, validation loss : 0.48566, Time : 297.03529691696167

Epoch : 29 , train loss : 0.56024, validation loss : 0.48623, Time : 296.8951053619385

Epoch : 29 , train loss : 0.56026, validation loss : 0.48579, Time : 298.64906573295593

Epoch : 30 , train loss : 0.56015, validation loss : 0.48561, Time : 297.6833472251892

Epoch : 30 , train loss : 0.56019, validation loss : 0.48602, Time : 297.30355191230774

Epoch : 30 , train loss : 0.56022, validation loss : 0.48580, Time : 298.6118903160095

Epoch : 30 , train loss : 0.56029, validation loss : 0.48581, Time : 296.63301515579224

Epoch : 30 , train loss : 0.56026, validation loss : 0.48596, Time : 295.7350025177002

Epoch : 30 , train loss : 0.56025, validation loss : 0.48596, Time : 302.7832577228546

Epoch : 30 , train loss : 0.56024, validation loss : 0.48597, Time : 299.3778510093689

Epoch : 30 , train loss : 0.56025, validation loss : 0.48571, Time : 298.1251902580261

Epoch : 30 , train loss : 0.56023, validation loss : 0.48612, Time : 295.6813313961029

Epoch : 31 , train loss : 0.56028, validation loss : 0.48552, Time : 296.4711456298828

Epoch : 31 , train loss : 0.56021, validation loss : 0.48615, Time : 297.20105957984924

Epoch : 31 , train loss : 0.56015, validation loss : 0.48626, Time : 296.7318832874298

Epoch : 31 , train loss : 0.56027, validation loss : 0.48580, Time : 297.3786635398865

Epoch : 31 , train loss : 0.56029, validation loss : 0.48574, Time : 296.79557061195374

Epoch : 31 , train loss : 0.56027, validation loss : 0.48571, Time : 298.36313223838806

Epoch : 31 , train loss : 0.56022, validation loss : 0.48607, Time : 296.5539195537567

Epoch : 31 , train loss : 0.56023, validation loss : 0.48574, Time : 296.29414892196655

Epoch : 31 , train loss : 0.56021, validation loss : 0.48582, Time : 296.0824818611145

Epoch : 32 , train loss : 0.55999, validation loss : 0.48597, Time : 297.98454308509827

Epoch : 32 , train loss : 0.56011, validation loss : 0.48574, Time : 296.26941537857056

Epoch : 32 , train loss : 0.56019, validation loss : 0.48567, Time : 294.55344700813293

Epoch : 32 , train loss : 0.56021, validation loss : 0.48580, Time : 296.76339864730835

Epoch : 32 , train loss : 0.56019, validation loss : 0.48601, Time : 295.91203474998474

Epoch : 32 , train loss : 0.56017, validation loss : 0.48591, Time : 299.7549076080322

Epoch : 32 , train loss : 0.56017, validation loss : 0.48622, Time : 296.5439782142639

Epoch : 32 , train loss : 0.56016, validation loss : 0.48567, Time : 297.9354758262634

Epoch : 32 , train loss : 0.56016, validation loss : 0.48613, Time : 297.91704988479614

Epoch : 33 , train loss : 0.56019, validation loss : 0.48578, Time : 296.75745010375977

Epoch : 33 , train loss : 0.56016, validation loss : 0.48614, Time : 295.8654100894928

Epoch : 33 , train loss : 0.56011, validation loss : 0.48604, Time : 301.5467917919159

Epoch : 33 , train loss : 0.56009, validation loss : 0.48621, Time : 297.35131573677063

Epoch : 33 , train loss : 0.56010, validation loss : 0.48570, Time : 295.1693847179413

Epoch : 33 , train loss : 0.56013, validation loss : 0.48602, Time : 297.7829396724701

Epoch : 33 , train loss : 0.56014, validation loss : 0.48589, Time : 296.09012508392334

Epoch : 33 , train loss : 0.56016, validation loss : 0.48582, Time : 298.0469694137573

Epoch : 33 , train loss : 0.56018, validation loss : 0.48571, Time : 299.4819281101227

Epoch : 34 , train loss : 0.56003, validation loss : 0.48615, Time : 298.13314056396484

Epoch : 34 , train loss : 0.56009, validation loss : 0.48588, Time : 298.6487798690796

Epoch : 34 , train loss : 0.56008, validation loss : 0.48570, Time : 298.39795684814453

Epoch : 34 , train loss : 0.56006, validation loss : 0.48578, Time : 296.9544277191162

Epoch : 34 , train loss : 0.56012, validation loss : 0.48587, Time : 299.04051327705383

Epoch : 34 , train loss : 0.56010, validation loss : 0.48592, Time : 296.7220833301544

Epoch : 34 , train loss : 0.56013, validation loss : 0.48583, Time : 296.92821192741394

Epoch : 34 , train loss : 0.56013, validation loss : 0.48592, Time : 297.3453619480133

Epoch : 34 , train loss : 0.56014, validation loss : 0.48593, Time : 296.92066502571106

Epoch : 35 , train loss : 0.56030, validation loss : 0.48593, Time : 297.2573354244232

Epoch : 35 , train loss : 0.56018, validation loss : 0.48590, Time : 296.881432056427

Epoch : 35 , train loss : 0.56010, validation loss : 0.48535, Time : 299.8430724143982

Epoch : 35 , train loss : 0.56012, validation loss : 0.48540, Time : 295.6965653896332

Epoch : 35 , train loss : 0.56012, validation loss : 0.48581, Time : 295.49175572395325

Epoch : 35 , train loss : 0.56014, validation loss : 0.48577, Time : 295.66004967689514

Epoch : 35 , train loss : 0.56012, validation loss : 0.48566, Time : 296.1534388065338

Epoch : 35 , train loss : 0.56016, validation loss : 0.48568, Time : 296.41386580467224

Epoch : 35 , train loss : 0.56014, validation loss : 0.48569, Time : 299.86064767837524

