

Epoch :  0 , train loss : 0.60414, validation loss : 0.52315, Time : 300.1200633049011
Epoch :  7 , train loss : 0.59018, validation loss : 0.52173, Time : 289.8736045360565

Epoch :  7 , train loss : 0.59040, validation loss : 0.52174, Time : 288.9334650039673

Epoch :  7 , train loss : 0.59037, validation loss : 0.52173, Time : 290.1877820491791

Epoch :  7 , train loss : 0.59046, validation loss : 0.52174, Time : 289.17238450050354

Epoch :  7 , train loss : 0.59053, validation loss : 0.52173, Time : 289.53874945640564

Epoch :  7 , train loss : 0.59054, validation loss : 0.52174, Time : 289.129031419754

Epoch :  7 , train loss : 0.59057, validation loss : 0.52172, Time : 290.4288067817688

Epoch :  8 , train loss : 0.59034, validation loss : 0.52175, Time : 288.26138401031494

Epoch :  8 , train loss : 0.59053, validation loss : 0.52173, Time : 288.93862414360046

Epoch :  8 , train loss : 0.59058, validation loss : 0.52174, Time : 289.7046277523041

Epoch :  8 , train loss : 0.59053, validation loss : 0.52173, Time : 289.9912989139557

Epoch :  8 , train loss : 0.59059, validation loss : 0.52174, Time : 288.9717719554901

Epoch :  8 , train loss : 0.59056, validation loss : 0.52173, Time : 289.3664345741272

Epoch :  8 , train loss : 0.59064, validation loss : 0.52174, Time : 289.4368405342102

Epoch :  9 , train loss : 0.59081, validation loss : 0.52174, Time : 289.16700768470764

Epoch :  9 , train loss : 0.59064, validation loss : 0.52174, Time : 289.3234877586365

Epoch :  9 , train loss : 0.59056, validation loss : 0.52174, Time : 289.57597970962524

Epoch :  9 , train loss : 0.59060, validation loss : 0.52173, Time : 288.9188666343689

Epoch :  9 , train loss : 0.59047, validation loss : 0.52174, Time : 291.29266357421875

Epoch :  9 , train loss : 0.59057, validation loss : 0.52172, Time : 289.5526170730591

Epoch :  9 , train loss : 0.59066, validation loss : 0.52174, Time : 289.675909280777

Epoch : 10 , train loss : 0.59026, validation loss : 0.52172, Time : 290.32796835899353

Epoch : 10 , train loss : 0.59064, validation loss : 0.52174, Time : 290.9716851711273

Epoch : 10 , train loss : 0.59057, validation loss : 0.52174, Time : 289.7426679134369

Epoch : 10 , train loss : 0.59073, validation loss : 0.52175, Time : 291.23691606521606

Epoch : 10 , train loss : 0.59067, validation loss : 0.52173, Time : 293.19814229011536

Epoch : 10 , train loss : 0.59065, validation loss : 0.52174, Time : 290.82748794555664

Epoch : 10 , train loss : 0.59064, validation loss : 0.52172, Time : 290.850697517395

Epoch : 11 , train loss : 0.59071, validation loss : 0.52173, Time : 292.925687789917

Epoch : 11 , train loss : 0.59051, validation loss : 0.52174, Time : 291.1776006221771

Epoch : 11 , train loss : 0.59065, validation loss : 0.52173, Time : 292.8995826244354

Epoch : 11 , train loss : 0.59063, validation loss : 0.52175, Time : 292.846075296402

Epoch : 11 , train loss : 0.59054, validation loss : 0.52173, Time : 291.3810896873474

Epoch : 11 , train loss : 0.59059, validation loss : 0.52173, Time : 291.59430170059204

Epoch : 11 , train loss : 0.59061, validation loss : 0.52173, Time : 292.1389489173889

Epoch : 12 , train loss : 0.59042, validation loss : 0.52174, Time : 292.37904500961304

Epoch : 12 , train loss : 0.59033, validation loss : 0.52174, Time : 292.45844864845276

Epoch : 12 , train loss : 0.59044, validation loss : 0.52174, Time : 292.2557075023651

Epoch : 12 , train loss : 0.59073, validation loss : 0.52173, Time : 292.30500507354736

Epoch : 12 , train loss : 0.59061, validation loss : 0.52173, Time : 293.37230253219604

Epoch : 12 , train loss : 0.59059, validation loss : 0.52172, Time : 293.12844038009644

Epoch : 12 , train loss : 0.59061, validation loss : 0.52173, Time : 292.7322371006012

Epoch : 13 , train loss : 0.59052, validation loss : 0.52173, Time : 296.2811985015869

Epoch : 13 , train loss : 0.59082, validation loss : 0.52173, Time : 295.13181042671204

Epoch : 13 , train loss : 0.59071, validation loss : 0.52173, Time : 294.70963430404663
